Crop,N,P,K,pH,soil_moisture,Fertilizer
wheat,106,49,48,6.8,54,Urea + SSP + MOP
pulses,49,79,31,7.0,57,Organic Manure + SSP
maize,107,64,67,6.8,63,Urea + DAP + Potash
cotton,84,35,110,7.1,51,Ammonium Sulphate + SSP + MOP
sugarcane,147,58,112,7.0,68,Urea + DAP + Potash
wheat,119,51,37,6.9,57,Urea + SSP + MOP
tomato,106,56,102,6.7,61,Urea + DAP + Potash
maize,105,64,75,6.1,55,Urea + DAP + Potash
groundnut,21,54,57,6.1,48,Gypsum + SSP
potato,136,96,126,5.8,68,Urea + DAP + MOP
wheat,105,57,30,6.7,54,Urea + SSP + MOP
groundnut,30,53,67,6.4,54,Gypsum + SSP
rice,87,67,75,6.7,66,Urea + DAP + MOP
cotton,72,39,110,6.6,47,Ammonium Sulphate + SSP + MOP
potato,142,93,123,5.7,68,Urea + DAP + MOP
banana,192,48,304,6.9,72,Urea + MOP + Organic Manure
groundnut,23,57,65,6.0,50,Gypsum + SSP
cotton,82,35,91,6.6,45,Ammonium Sulphate + SSP + MOP
cotton,82,37,108,7.4,51,Ammonium Sulphate + SSP + MOP
rice,90,59,73,6.3,64,Urea + DAP + MOP
groundnut,29,62,56,6.2,45,Gypsum + SSP
groundnut,25,61,52,5.6,49,Gypsum + SSP
banana,196,47,294,7.3,74,Urea + MOP + Organic Manure
banana,193,47,308,6.8,78,Urea + MOP + Organic Manure
wheat,124,51,47,7.1,58,Urea + SSP + MOP
banana,200,52,308,6.7,78,Urea + MOP + Organic Manure
banana,193,58,301,7.0,72,Urea + MOP + Organic Manure
wheat,119,48,47,6.9,58,Urea + SSP + MOP
banana,201,53,309,7.0,70,Urea + MOP + Organic Manure
groundnut,23,58,55,6.1,52,Gypsum + SSP
tomato,102,63,110,6.7,61,Urea + DAP + Potash
pulses,33,62,24,6.3,50,Organic Manure + SSP
groundnut,29,61,52,5.5,45,Gypsum + SSP
pulses,44,75,39,6.6,56,Organic Manure + SSP
maize,96,65,78,6.2,64,Urea + DAP + Potash
cotton,89,44,101,6.6,52,Ammonium Sulphate + SSP + MOP
sugarcane,143,65,118,6.8,71,Urea + DAP + Potash
wheat,112,52,37,6.7,54,Urea + SSP + MOP
cotton,78,31,100,7.4,50,Ammonium Sulphate + SSP + MOP
wheat,110,56,37,7.1,60,Urea + SSP + MOP
sugarcane,152,53,111,6.7,71,Urea + DAP + Potash
groundnut,24,53,51,5.7,53,Gypsum + SSP
rice,83,62,74,6.2,65,Urea + DAP + MOP
banana,197,43,300,7.0,71,Urea + MOP + Organic Manure
pulses,38,73,21,6.8,50,Organic Manure + SSP
pulses,36,80,36,6.1,52,Organic Manure + SSP
potato,148,98,126,5.9,67,Urea + DAP + MOP
banana,195,57,305,7.2,80,Urea + MOP + Organic Manure
sugarcane,151,52,125,7.2,69,Urea + DAP + Potash
potato,130,81,113,6.4,62,Urea + DAP + MOP
maize,90,60,72,6.5,61,Urea + DAP + Potash
rice,89,69,86,6.0,67,Urea + DAP + MOP
sugarcane,160,69,119,6.9,65,Urea + DAP + Potash
rice,83,62,90,6.7,61,Urea + DAP + MOP
rice,83,52,83,7.0,66,Urea + DAP + MOP
rice,99,64,86,6.9,60,Urea + DAP + MOP
maize,92,65,61,6.4,64,Urea + DAP + Potash
sugarcane,143,57,124,6.7,69,Urea + DAP + Potash
potato,134,90,118,6.3,62,Urea + DAP + MOP
wheat,106,57,42,7.0,54,Urea + SSP + MOP
pulses,41,69,33,6.8,56,Organic Manure + SSP
cotton,88,38,92,6.6,49,Ammonium Sulphate + SSP + MOP
cotton,80,41,110,6.5,55,Ammonium Sulphate + SSP + MOP
tomato,117,59,90,6.4,64,Urea + DAP + Potash
cotton,75,50,110,6.8,47,Ammonium Sulphate + SSP + MOP
sugarcane,148,52,124,7.5,65,Urea + DAP + Potash
sugarcane,155,66,122,6.9,72,Urea + DAP + Potash
cotton,70,36,97,7.0,55,Ammonium Sulphate + SSP + MOP
pulses,35,70,39,6.8,58,Organic Manure + SSP
potato,150,89,112,5.9,62,Urea + DAP + MOP
rice,86,56,71,6.5,66,Urea + DAP + MOP
potato,141,89,115,5.9,68,Urea + DAP + MOP
potato,133,85,122,5.9,68,Urea + DAP + MOP
pulses,39,60,29,6.3,51,Organic Manure + SSP
rice,97,55,86,6.6,65,Urea + DAP + MOP
groundnut,22,51,57,5.6,46,Gypsum + SSP
groundnut,23,64,56,6.2,50,Gypsum + SSP
cotton,70,39,108,6.9,52,Ammonium Sulphate + SSP + MOP
banana,193,51,308,6.8,70,Urea + MOP + Organic Manure
groundnut,24,61,50,5.8,52,Gypsum + SSP
tomato,119,69,106,6.1,62,Urea + DAP + Potash
sugarcane,147,53,124,7.3,73,Urea + DAP + Potash
maize,102,67,74,6.3,59,Urea + DAP + Potash
cotton,85,47,108,7.4,45,Ammonium Sulphate + SSP + MOP
wheat,107,52,48,7.0,59,Urea + SSP + MOP
maize,95,54,73,7.0,63,Urea + DAP + Potash
rice,86,55,72,6.0,66,Urea + DAP + MOP
wheat,120,41,39,7.3,50,Urea + SSP + MOP
wheat,108,46,49,6.5,59,Urea + SSP + MOP
pulses,36,64,28,6.7,54,Organic Manure + SSP
pulses,40,71,31,6.6,53,Organic Manure + SSP
pulses,45,68,29,6.3,54,Organic Manure + SSP
groundnut,20,53,56,5.8,51,Gypsum + SSP
groundnut,22,59,64,6.2,50,Gypsum + SSP
sugarcane,143,68,124,6.7,68,Urea + DAP + Potash
banana,198,45,292,6.8,73,Urea + MOP + Organic Manure
maize,101,65,76,6.8,60,Urea + DAP + Potash
cotton,81,45,110,7.4,54,Ammonium Sulphate + SSP + MOP
pulses,40,73,33,6.3,59,Organic Manure + SSP
banana,196,52,302,6.9,70,Urea + MOP + Organic Manure
pulses,41,79,28,6.5,56,Organic Manure + SSP
rice,92,68,88,6.5,63,Urea + DAP + MOP
cotton,78,44,104,7.0,52,Ammonium Sulphate + SSP + MOP
rice,92,67,70,6.8,66,Urea + DAP + MOP
pulses,38,74,32,6.2,54,Organic Manure + SSP
groundnut,27,65,59,5.6,49,Gypsum + SSP
potato,134,89,110,6.1,61,Urea + DAP + MOP
maize,99,58,75,6.2,64,Urea + DAP + Potash
sugarcane,146,63,111,6.7,70,Urea + DAP + Potash
potato,147,94,120,5.6,64,Urea + DAP + MOP
banana,199,53,303,6.5,79,Urea + MOP + Organic Manure
pulses,50,70,28,6.5,57,Organic Manure + SSP
pulses,45,69,33,6.7,60,Organic Manure + SSP
pulses,37,70,32,6.8,55,Organic Manure + SSP
banana,191,48,308,7.3,70,Urea + MOP + Organic Manure
banana,206,43,299,6.8,79,Urea + MOP + Organic Manure
sugarcane,143,64,124,7.3,74,Urea + DAP + Potash
banana,200,54,305,7.1,80,Urea + MOP + Organic Manure
groundnut,26,55,52,6.3,51,Gypsum + SSP
potato,132,93,128,6.0,63,Urea + DAP + MOP
maize,92,66,64,6.7,59,Urea + DAP + Potash
wheat,112,43,47,7.2,52,Urea + SSP + MOP
pulses,30,66,38,6.3,53,Organic Manure + SSP
sugarcane,156,64,130,6.6,71,Urea + DAP + Potash
groundnut,27,52,70,5.8,55,Gypsum + SSP
cotton,80,50,91,7.4,52,Ammonium Sulphate + SSP + MOP
banana,203,46,303,6.6,75,Urea + MOP + Organic Manure
cotton,85,42,105,6.9,47,Ammonium Sulphate + SSP + MOP
groundnut,23,60,61,6.3,45,Gypsum + SSP
tomato,112,58,92,6.1,56,Urea + DAP + Potash
maize,101,51,72,6.6,64,Urea + DAP + Potash
sugarcane,160,69,117,7.1,74,Urea + DAP + Potash
potato,134,88,114,6.2,69,Urea + DAP + MOP
tomato,112,67,105,6.5,59,Urea + DAP + Potash
banana,192,47,303,6.8,70,Urea + MOP + Organic Manure
maize,98,53,80,6.1,65,Urea + DAP + Potash
banana,205,58,308,7.5,80,Urea + MOP + Organic Manure
wheat,122,42,30,7.3,52,Urea + SSP + MOP
cotton,85,50,101,7.1,51,Ammonium Sulphate + SSP + MOP
banana,193,44,297,6.8,72,Urea + MOP + Organic Manure
maize,98,67,75,6.1,55,Urea + DAP + Potash
wheat,100,54,33,7.3,50,Urea + SSP + MOP
pulses,48,73,22,6.5,50,Organic Manure + SSP
potato,134,89,110,5.9,62,Urea + DAP + MOP
potato,139,96,117,5.6,67,Urea + DAP + MOP
sugarcane,155,63,116,7.1,68,Urea + DAP + Potash
maize,99,55,72,6.7,55,Urea + DAP + Potash
banana,196,42,290,7.1,76,Urea + MOP + Organic Manure
pulses,46,74,27,6.5,51,Organic Manure + SSP
banana,203,52,298,6.9,71,Urea + MOP + Organic Manure
groundnut,24,64,56,6.1,53,Gypsum + SSP
potato,133,86,125,5.6,67,Urea + DAP + MOP
rice,94,54,74,6.5,67,Urea + DAP + MOP
cotton,84,42,108,6.8,51,Ammonium Sulphate + SSP + MOP
maize,109,57,73,6.7,56,Urea + DAP + Potash
banana,210,43,300,7.3,79,Urea + MOP + Organic Manure
banana,201,42,296,7.2,79,Urea + MOP + Organic Manure
rice,90,57,85,6.6,67,Urea + DAP + MOP
groundnut,24,57,64,6.2,52,Gypsum + SSP
potato,138,84,124,6.1,65,Urea + DAP + MOP
rice,90,66,75,6.5,61,Urea + DAP + MOP
maize,98,62,79,6.6,59,Urea + DAP + Potash
rice,90,57,90,6.2,69,Urea + DAP + MOP
cotton,84,40,99,7.0,53,Ammonium Sulphate + SSP + MOP
cotton,70,44,91,7.3,54,Ammonium Sulphate + SSP + MOP
wheat,116,53,36,6.7,58,Urea + SSP + MOP
wheat,104,45,49,7.4,50,Urea + SSP + MOP
banana,210,41,303,6.5,76,Urea + MOP + Organic Manure
rice,87,55,87,6.8,65,Urea + DAP + MOP
tomato,108,65,104,6.2,64,Urea + DAP + Potash
wheat,138,59,49,7.0,60,Urea + SSP + MOP
groundnut,24,67,56,6.2,48,Gypsum + SSP
maize,109,67,72,7.0,55,Urea + DAP + Potash
wheat,122,56,41,6.6,55,Urea + SSP + MOP
groundnut,22,52,55,6.2,48,Gypsum + SSP
groundnut,27,50,59,5.7,52,Gypsum + SSP
sugarcane,147,55,129,7.2,68,Urea + DAP + Potash
tomato,108,68,91,6.6,64,Urea + DAP + Potash
sugarcane,140,57,127,7.3,65,Urea + DAP + Potash
banana,195,47,307,6.5,70,Urea + MOP + Organic Manure
cotton,72,38,91,6.8,49,Ammonium Sulphate + SSP + MOP
sugarcane,140,64,122,7.4,71,Urea + DAP + Potash
groundnut,21,55,59,6.4,55,Gypsum + SSP
banana,201,44,292,6.8,80,Urea + MOP + Organic Manure
groundnut,30,54,57,6.0,47,Gypsum + SSP
rice,85,51,86,6.7,62,Urea + DAP + MOP
sugarcane,148,66,110,6.8,70,Urea + DAP + Potash
wheat,131,40,46,7.2,60,Urea + SSP + MOP
potato,142,94,129,6.4,60,Urea + DAP + MOP
potato,138,82,120,5.6,61,Urea + DAP + MOP
tomato,109,70,91,6.5,58,Urea + DAP + Potash
rice,95,61,87,6.1,64,Urea + DAP + MOP
groundnut,23,62,59,5.8,53,Gypsum + SSP
maize,95,64,73,6.7,57,Urea + DAP + Potash
cotton,87,49,93,7.3,52,Ammonium Sulphate + SSP + MOP
cotton,89,41,101,6.8,51,Ammonium Sulphate + SSP + MOP
pulses,38,66,27,6.7,53,Organic Manure + SSP
groundnut,20,60,64,5.8,51,Gypsum + SSP
banana,191,59,293,7.2,75,Urea + MOP + Organic Manure
sugarcane,145,55,128,6.7,70,Urea + DAP + Potash
rice,83,61,70,6.7,68,Urea + DAP + MOP
sugarcane,140,66,121,7.5,71,Urea + DAP + Potash
pulses,39,60,22,6.3,53,Organic Manure + SSP
rice,98,65,86,6.2,67,Urea + DAP + MOP
groundnut,24,63,66,5.9,49,Gypsum + SSP
cotton,90,42,96,7.2,45,Ammonium Sulphate + SSP + MOP
banana,196,45,304,6.5,72,Urea + MOP + Organic Manure
maize,91,51,78,6.2,62,Urea + DAP + Potash
tomato,116,53,107,6.6,57,Urea + DAP + Potash
rice,87,50,76,6.2,61,Urea + DAP + MOP
groundnut,21,65,64,5.8,52,Gypsum + SSP
groundnut,26,68,61,6.4,53,Gypsum + SSP
wheat,110,53,35,7.5,54,Urea + SSP + MOP
sugarcane,151,64,116,6.7,69,Urea + DAP + Potash
potato,140,82,118,5.8,65,Urea + DAP + MOP
pulses,40,66,26,6.3,58,Organic Manure + SSP
maize,107,52,76,6.6,65,Urea + DAP + Potash
pulses,31,65,38,6.5,57,Organic Manure + SSP
potato,142,90,124,6.0,69,Urea + DAP + MOP
cotton,79,37,96,7.1,52,Ammonium Sulphate + SSP + MOP
pulses,41,79,31,7.0,51,Organic Manure + SSP
tomato,114,64,101,6.6,55,Urea + DAP + Potash
cotton,88,38,96,6.5,55,Ammonium Sulphate + SSP + MOP
sugarcane,160,61,123,6.6,75,Urea + DAP + Potash
cotton,88,32,103,7.3,47,Ammonium Sulphate + SSP + MOP
potato,141,91,119,6.4,65,Urea + DAP + MOP
rice,92,55,70,6.6,68,Urea + DAP + MOP
groundnut,20,65,50,5.7,52,Gypsum + SSP
wheat,134,40,48,6.9,60,Urea + SSP + MOP
groundnut,23,52,52,5.5,52,Gypsum + SSP
sugarcane,140,63,128,6.8,69,Urea + DAP + Potash
sugarcane,152,67,114,6.9,73,Urea + DAP + Potash
banana,210,45,305,7.2,72,Urea + MOP + Organic Manure
rice,83,50,88,7.0,69,Urea + DAP + MOP
pulses,42,71,39,6.9,56,Organic Manure + SSP
banana,207,53,297,6.7,80,Urea + MOP + Organic Manure
tomato,118,63,107,6.7,63,Urea + DAP + Potash
banana,198,50,310,6.6,73,Urea + MOP + Organic Manure
tomato,120,67,101,6.4,61,Urea + DAP + Potash
pulses,41,73,22,6.9,56,Organic Manure + SSP
sugarcane,156,53,111,7.0,66,Urea + DAP + Potash
groundnut,23,64,51,6.0,53,Gypsum + SSP
cotton,85,45,104,6.7,47,Ammonium Sulphate + SSP + MOP
pulses,32,70,21,6.2,50,Organic Manure + SSP
tomato,103,51,106,6.9,59,Urea + DAP + Potash
pulses,46,65,22,6.5,56,Organic Manure + SSP
sugarcane,157,53,130,7.3,73,Urea + DAP + Potash
rice,99,58,71,7.0,63,Urea + DAP + MOP
banana,204,48,290,7.1,78,Urea + MOP + Organic Manure
pulses,40,63,40,6.2,56,Organic Manure + SSP
potato,137,87,114,5.9,65,Urea + DAP + MOP
banana,206,51,298,6.8,78,Urea + MOP + Organic Manure
wheat,108,48,43,6.6,58,Urea + SSP + MOP
sugarcane,149,62,121,7.4,69,Urea + DAP + Potash
potato,137,99,121,6.3,61,Urea + DAP + MOP
tomato,119,66,91,6.3,58,Urea + DAP + Potash
groundnut,22,66,70,6.4,54,Gypsum + SSP
pulses,46,61,24,6.8,60,Organic Manure + SSP
maize,96,58,65,6.1,58,Urea + DAP + Potash
tomato,115,68,91,6.1,60,Urea + DAP + Potash
groundnut,24,65,66,6.3,52,Gypsum + SSP
tomato,116,53,99,6.6,56,Urea + DAP + Potash
cotton,72,35,97,7.2,46,Ammonium Sulphate + SSP + MOP
tomato,108,50,110,6.6,63,Urea + DAP + Potash
pulses,39,69,26,6.2,57,Organic Manure + SSP
tomato,117,69,100,6.4,65,Urea + DAP + Potash
wheat,116,48,45,7.1,59,Urea + SSP + MOP
potato,148,80,128,5.5,70,Urea + DAP + MOP
wheat,112,40,33,6.7,59,Urea + SSP + MOP
maize,104,61,71,6.5,57,Urea + DAP + Potash
groundnut,20,59,63,5.6,55,Gypsum + SSP
pulses,39,79,30,6.9,55,Organic Manure + SSP
groundnut,23,57,66,5.6,51,Gypsum + SSP
tomato,112,69,94,6.3,62,Urea + DAP + Potash
rice,100,63,71,6.3,69,Urea + DAP + MOP
pulses,39,74,28,6.9,54,Organic Manure + SSP
rice,89,60,88,6.5,67,Urea + DAP + MOP
cotton,75,30,98,6.8,47,Ammonium Sulphate + SSP + MOP
rice,87,64,88,6.3,68,Urea + DAP + MOP
sugarcane,157,53,118,7.1,65,Urea + DAP + Potash
wheat,101,40,31,7.2,59,Urea + SSP + MOP
groundnut,21,57,51,5.6,45,Gypsum + SSP
groundnut,23,66,51,6.0,51,Gypsum + SSP
banana,195,50,297,6.7,76,Urea + MOP + Organic Manure
tomato,102,56,99,6.9,64,Urea + DAP + Potash
cotton,84,35,90,7.3,53,Ammonium Sulphate + SSP + MOP
banana,197,42,290,6.8,74,Urea + MOP + Organic Manure
sugarcane,143,60,120,7.1,65,Urea + DAP + Potash
potato,150,88,112,6.4,67,Urea + DAP + MOP
groundnut,21,70,56,5.7,47,Gypsum + SSP
tomato,100,65,100,6.5,60,Urea + DAP + Potash
cotton,86,37,107,7.1,48,Ammonium Sulphate + SSP + MOP
maize,109,56,76,6.8,56,Urea + DAP + Potash
tomato,107,54,98,6.6,64,Urea + DAP + Potash
cotton,83,41,110,6.8,55,Ammonium Sulphate + SSP + MOP
sugarcane,145,59,118,7.2,70,Urea + DAP + Potash
tomato,119,56,97,6.0,57,Urea + DAP + Potash
tomato,117,62,90,6.7,64,Urea + DAP + Potash
rice,86,70,71,6.1,66,Urea + DAP + MOP
tomato,115,51,95,7.0,59,Urea + DAP + Potash
banana,192,53,309,7.1,73,Urea + MOP + Organic Manure
potato,148,95,120,6.2,63,Urea + DAP + MOP
banana,195,59,305,7.0,80,Urea + MOP + Organic Manure
banana,201,57,307,7.2,72,Urea + MOP + Organic Manure
cotton,82,36,97,7.0,52,Ammonium Sulphate + SSP + MOP
cotton,89,47,102,6.6,51,Ammonium Sulphate + SSP + MOP
potato,147,85,119,5.8,70,Urea + DAP + MOP
groundnut,26,61,61,5.7,45,Gypsum + SSP
sugarcane,140,51,115,6.6,66,Urea + DAP + Potash
cotton,72,38,104,6.7,53,Ammonium Sulphate + SSP + MOP
potato,142,94,111,6.2,66,Urea + DAP + MOP
banana,205,53,301,7.2,73,Urea + MOP + Organic Manure
maize,97,55,61,6.2,57,Urea + DAP + Potash
tomato,111,57,93,6.7,65,Urea + DAP + Potash
wheat,105,55,46,6.9,55,Urea + SSP + MOP
rice,98,62,77,6.0,65,Urea + DAP + MOP
tomato,111,55,94,6.4,60,Urea + DAP + Potash
maize,108,66,63,6.9,59,Urea + DAP + Potash
banana,203,44,290,7.1,77,Urea + MOP + Organic Manure
tomato,107,67,102,6.8,55,Urea + DAP + Potash
rice,92,53,85,6.6,67,Urea + DAP + MOP
potato,138,84,116,6.1,63,Urea + DAP + MOP
rice,90,68,78,6.2,68,Urea + DAP + MOP
wheat,133,49,50,6.8,58,Urea + SSP + MOP
cotton,84,35,94,7.4,52,Ammonium Sulphate + SSP + MOP
potato,150,86,125,6.3,64,Urea + DAP + MOP
pulses,46,76,30,6.8,51,Organic Manure + SSP
maize,94,53,79,6.2,64,Urea + DAP + Potash
pulses,43,61,20,6.5,60,Organic Manure + SSP
rice,99,66,78,6.5,60,Urea + DAP + MOP
cotton,80,33,90,7.1,53,Ammonium Sulphate + SSP + MOP
sugarcane,150,63,110,6.8,68,Urea + DAP + Potash
wheat,101,48,46,6.9,58,Urea + SSP + MOP
tomato,103,69,99,6.4,61,Urea + DAP + Potash
maize,94,58,66,6.8,62,Urea + DAP + Potash
sugarcane,156,53,122,7.2,71,Urea + DAP + Potash
groundnut,24,51,55,6.3,46,Gypsum + SSP
pulses,39,79,36,6.2,52,Organic Manure + SSP
tomato,106,59,91,6.5,61,Urea + DAP + Potash
pulses,41,74,29,6.3,51,Organic Manure + SSP
groundnut,22,69,55,5.7,50,Gypsum + SSP
cotton,83,44,99,7.4,45,Ammonium Sulphate + SSP + MOP
potato,133,86,130,5.9,61,Urea + DAP + MOP
maize,100,58,72,6.1,59,Urea + DAP + Potash
tomato,116,62,91,6.5,65,Urea + DAP + Potash
groundnut,21,64,59,6.2,53,Gypsum + SSP
pulses,39,60,24,6.6,51,Organic Manure + SSP
potato,130,84,120,6.1,69,Urea + DAP + MOP
wheat,129,49,32,7.1,56,Urea + SSP + MOP
groundnut,29,59,70,6.1,47,Gypsum + SSP
maize,108,52,62,6.2,57,Urea + DAP + Potash
maize,100,61,68,6.8,59,Urea + DAP + Potash
wheat,112,53,42,6.7,55,Urea + SSP + MOP
rice,96,50,87,6.5,67,Urea + DAP + MOP
potato,135,92,117,5.9,60,Urea + DAP + MOP
banana,196,56,299,7.2,77,Urea + MOP + Organic Manure
potato,142,81,115,5.5,61,Urea + DAP + MOP
potato,141,96,113,6.3,61,Urea + DAP + MOP
pulses,30,78,31,6.4,56,Organic Manure + SSP
cotton,73,50,91,6.7,48,Ammonium Sulphate + SSP + MOP
maize,97,67,76,6.9,63,Urea + DAP + Potash
rice,87,57,90,6.6,66,Urea + DAP + MOP
groundnut,20,55,61,6.1,50,Gypsum + SSP
cotton,72,30,100,6.7,46,Ammonium Sulphate + SSP + MOP
pulses,33,77,29,6.4,53,Organic Manure + SSP
maize,101,59,64,6.9,57,Urea + DAP + Potash
maize,95,56,78,6.0,62,Urea + DAP + Potash
pulses,33,80,36,6.5,55,Organic Manure + SSP
cotton,75,30,94,7.3,46,Ammonium Sulphate + SSP + MOP
maize,105,59,62,6.5,59,Urea + DAP + Potash
banana,203,53,299,7.4,70,Urea + MOP + Organic Manure
cotton,88,34,95,7.4,53,Ammonium Sulphate + SSP + MOP
pulses,32,78,40,6.8,59,Organic Manure + SSP
groundnut,22,61,50,5.7,54,Gypsum + SSP
banana,207,51,307,7.1,77,Urea + MOP + Organic Manure
banana,202,57,296,6.6,79,Urea + MOP + Organic Manure
potato,137,80,124,6.2,69,Urea + DAP + MOP
potato,134,97,122,5.8,63,Urea + DAP + MOP
rice,83,66,80,6.5,70,Urea + DAP + MOP
rice,98,67,89,6.2,63,Urea + DAP + MOP
wheat,101,46,47,7.2,57,Urea + SSP + MOP
pulses,50,72,23,6.1,58,Organic Manure + SSP
pulses,39,61,40,6.3,60,Organic Manure + SSP
wheat,131,55,32,6.7,55,Urea + SSP + MOP
tomato,106,56,101,6.1,63,Urea + DAP + Potash
banana,210,49,297,7.0,77,Urea + MOP + Organic Manure
cotton,73,50,91,7.2,50,Ammonium Sulphate + SSP + MOP
potato,141,86,124,5.9,62,Urea + DAP + MOP
sugarcane,156,61,117,6.7,75,Urea + DAP + Potash
rice,95,53,74,6.1,62,Urea + DAP + MOP
potato,147,84,116,6.0,62,Urea + DAP + MOP
pulses,35,68,22,6.7,53,Organic Manure + SSP
pulses,44,78,23,6.5,53,Organic Manure + SSP
cotton,76,31,106,6.9,50,Ammonium Sulphate + SSP + MOP
wheat,113,51,31,7.0,56,Urea + SSP + MOP
sugarcane,141,66,130,7.3,71,Urea + DAP + Potash
wheat,106,43,50,7.4,50,Urea + SSP + MOP
wheat,112,53,38,7.0,51,Urea + SSP + MOP
tomato,102,52,109,6.7,57,Urea + DAP + Potash
maize,92,57,65,6.3,61,Urea + DAP + Potash
pulses,33,62,24,6.0,58,Organic Manure + SSP
maize,106,58,78,6.3,58,Urea + DAP + Potash
groundnut,23,69,66,6.2,54,Gypsum + SSP
cotton,71,50,100,6.9,51,Ammonium Sulphate + SSP + MOP
potato,147,80,110,6.3,70,Urea + DAP + MOP
rice,82,61,77,6.3,63,Urea + DAP + MOP
cotton,72,40,106,6.5,45,Ammonium Sulphate + SSP + MOP
banana,202,49,305,7.3,70,Urea + MOP + Organic Manure
banana,191,40,298,6.9,80,Urea + MOP + Organic Manure
pulses,35,71,31,6.8,52,Organic Manure + SSP
wheat,134,57,34,6.8,60,Urea + SSP + MOP
banana,203,55,300,7.2,72,Urea + MOP + Organic Manure
sugarcane,149,60,130,6.8,71,Urea + DAP + Potash
cotton,70,37,106,6.7,51,Ammonium Sulphate + SSP + MOP
pulses,37,61,31,6.9,56,Organic Manure + SSP
banana,192,43,291,6.8,72,Urea + MOP + Organic Manure
banana,201,49,299,7.2,78,Urea + MOP + Organic Manure
rice,100,64,82,6.6,61,Urea + DAP + MOP
rice,86,58,86,6.8,69,Urea + DAP + MOP
groundnut,30,70,66,5.6,54,Gypsum + SSP
potato,146,95,119,5.6,62,Urea + DAP + MOP
rice,83,69,85,6.1,65,Urea + DAP + MOP
cotton,78,49,104,7.5,48,Ammonium Sulphate + SSP + MOP
wheat,139,52,39,7.0,56,Urea + SSP + MOP
cotton,71,48,98,7.4,47,Ammonium Sulphate + SSP + MOP
cotton,82,44,98,7.4,55,Ammonium Sulphate + SSP + MOP
pulses,45,73,36,6.1,55,Organic Manure + SSP
groundnut,29,66,55,5.7,53,Gypsum + SSP
cotton,72,30,90,6.9,45,Ammonium Sulphate + SSP + MOP
groundnut,26,53,50,5.7,55,Gypsum + SSP
groundnut,22,70,57,6.3,45,Gypsum + SSP
rice,86,58,85,6.1,67,Urea + DAP + MOP
pulses,39,73,39,6.2,58,Organic Manure + SSP
wheat,104,54,47,6.9,60,Urea + SSP + MOP
potato,131,99,122,6.0,63,Urea + DAP + MOP
maize,109,63,76,6.5,56,Urea + DAP + Potash
maize,100,50,76,7.0,64,Urea + DAP + Potash
banana,203,49,308,6.5,71,Urea + MOP + Organic Manure
wheat,125,55,48,6.6,52,Urea + SSP + MOP
banana,192,49,295,7.2,80,Urea + MOP + Organic Manure
pulses,48,80,28,6.8,57,Organic Manure + SSP
cotton,78,41,102,7.1,48,Ammonium Sulphate + SSP + MOP
groundnut,23,54,59,6.2,49,Gypsum + SSP
tomato,116,64,107,6.3,60,Urea + DAP + Potash
banana,192,50,293,7.0,76,Urea + MOP + Organic Manure
maize,106,69,73,6.7,63,Urea + DAP + Potash
tomato,105,60,103,6.0,60,Urea + DAP + Potash
sugarcane,147,65,116,7.0,75,Urea + DAP + Potash
rice,98,65,82,6.6,63,Urea + DAP + MOP
potato,136,100,112,5.7,60,Urea + DAP + MOP
sugarcane,153,60,112,6.6,70,Urea + DAP + Potash
rice,98,65,74,6.1,66,Urea + DAP + MOP
potato,146,91,120,5.5,67,Urea + DAP + MOP
sugarcane,151,57,121,7.5,65,Urea + DAP + Potash
maize,99,67,70,6.6,62,Urea + DAP + Potash
rice,87,51,77,6.3,65,Urea + DAP + MOP
potato,138,97,127,6.4,61,Urea + DAP + MOP
maize,107,56,77,6.9,59,Urea + DAP + Potash
wheat,123,48,50,7.3,52,Urea + SSP + MOP
cotton,86,42,107,7.3,52,Ammonium Sulphate + SSP + MOP
wheat,127,46,32,7.2,59,Urea + SSP + MOP
maize,98,57,80,6.8,55,Urea + DAP + Potash
banana,194,56,290,7.3,75,Urea + MOP + Organic Manure
banana,203,56,291,6.9,72,Urea + MOP + Organic Manure
pulses,42,76,27,6.6,50,Organic Manure + SSP
sugarcane,148,66,116,7.2,68,Urea + DAP + Potash
sugarcane,143,69,117,6.6,68,Urea + DAP + Potash
sugarcane,160,70,120,7.1,68,Urea + DAP + Potash
potato,137,93,111,6.0,60,Urea + DAP + MOP
groundnut,29,60,57,5.8,48,Gypsum + SSP
groundnut,29,51,58,5.5,51,Gypsum + SSP
cotton,90,42,103,7.5,54,Ammonium Sulphate + SSP + MOP
banana,209,40,309,6.8,72,Urea + MOP + Organic Manure
rice,99,70,87,6.1,62,Urea + DAP + MOP
maize,108,69,66,6.5,61,Urea + DAP + Potash
sugarcane,142,65,125,6.8,65,Urea + DAP + Potash
groundnut,26,63,55,6.3,51,Gypsum + SSP
pulses,49,65,23,6.4,57,Organic Manure + SSP
sugarcane,153,56,114,6.7,71,Urea + DAP + Potash
banana,201,44,294,7.1,75,Urea + MOP + Organic Manure
rice,91,51,88,6.7,60,Urea + DAP + MOP
banana,194,41,296,6.9,73,Urea + MOP + Organic Manure
sugarcane,141,64,127,7.1,73,Urea + DAP + Potash
pulses,37,60,32,6.1,53,Organic Manure + SSP
sugarcane,148,56,117,6.6,68,Urea + DAP + Potash
tomato,104,54,106,6.1,60,Urea + DAP + Potash
